merge_path	call_type	sample_id	description	strand	window	percent	convert_type	file_type	plasmid	group_id
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC04_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_Pos_20_0.55_GC.PEAK.genome.merge	high	4	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13	Pos	20	0.55	GC	PEAK	PFC9_NTBSPQI_13	4
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC04_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_Pos_20_0.55_GH.PEAK.genome.merge	high	4	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13	Pos	20	0.55	GH	PEAK	PFC9_NTBSPQI_13	4
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC04_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_Pos_20_0.55_CH.PEAK.genome.merge	high	4	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_13	4
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC04_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_Pos_20_0.55_CG.PEAK.genome.merge	high	4	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_13	4
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC05_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	5	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_13	5
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC05_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	5	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_13	5
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_20_0.55_GH.PEAK.genome.merge	high	6	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_11	6
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_20_0.55_GC.PEAK.genome.merge	high	6	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_11	6
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	6	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	7
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	6	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_11	7
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_GC.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_11	8
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_CG.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Neg	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	8
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_GH.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_11	8
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_20_0.55_CH.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_11	9
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_20_0.55_CG.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	9
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	8	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_11	10
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	8	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_11	10
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CH.PEAK.genome.merge	high	8	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_11	11
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CG.PEAK.genome.merge	high	8	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	11
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	9	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	12
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	9	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_11	12
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_GH.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_11	13
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_CG.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Neg	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	13
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_CH.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Neg	20	0.55	CH	PEAK	PFC9_NTBSPQI_11	13
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_GC.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_11	13
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Pos_20_0.55_CG.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	14
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Pos_20_0.55_CH.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_11	14
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_11	15
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Neg_20_0.55_CG.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Neg	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	15
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_11	15
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Pos_20_0.55_CH.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_11	16
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Pos_20_0.55_CG.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_11	16
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC12_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	12	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_COSSB	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_08	17
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC12_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	12	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_COSSB	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_08	17
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Neg_20_0.55_GH.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_08	18
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Neg_20_0.55_CG.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Neg	20	0.55	CG	PEAK	PFC9_NTBSPQI_08	18
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Neg_20_0.55_CH.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Neg	20	0.55	CH	PEAK	PFC9_NTBSPQI_08	18
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Neg_20_0.55_GC.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_08	18
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Pos_20_0.55_CG.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_08	19
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Pos_20_0.55_CH.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_08	19
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC14_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	14	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_08	20
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC14_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	14	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_08	20
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC14_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CG.PEAK.genome.merge	high	14	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_08	21
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC14_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CH.PEAK.genome.merge	high	14	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_08	21
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB_Neg_20_0.55_GH.PEAK.genome.merge	high	15	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_08	22
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB_Neg_20_0.55_GC.PEAK.genome.merge	high	15	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_08	22
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	15	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_08	23
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	15	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_08	23
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_Neg_20_0.55_CH.PEAK.genome.merge	high	16	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Neg	20	0.55	CH	PEAK	PFC9_NTBSPQI_08	24
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_Neg_20_0.55_GC.PEAK.genome.merge	high	16	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_08	24
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_Pos_20_0.55_CG.PEAK.genome.merge	high	16	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_08	25
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_Pos_20_0.55_CH.PEAK.genome.merge	high	16	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_08	25
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	17	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_08	26
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	17	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_08	26
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1_Pos_20_0.55_CH.PEAK.genome.merge	high	17	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_08	27
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1_Pos_20_0.55_CG.PEAK.genome.merge	high	17	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_08	27
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB_Neg_20_0.55_GC.PEAK.genome.merge	high	18	PFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Neg	20	0.55	GC	PEAK	PFC9_NTBSPQI_13	28
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB_Neg_20_0.55_GH.PEAK.genome.merge	high	18	PFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Neg	20	0.55	GH	PEAK	PFC9_NTBSPQI_13	28
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	18	PFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_13	29
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	18	PFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_13	29
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC19_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	19	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB	Pos	20	0.55	CH	PEAK	PFC9_NTBSPQI_13	30
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC19_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	19	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB	Pos	20	0.55	CG	PEAK	PFC9_NTBSPQI_13	30
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC20_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB_Neg_20_0.55_CH.PEAK.genome.merge	high	20	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB	Neg	20	0.55	CH	PEAK	PFC9_NTBSPQI_13	31
